Source Item Code,Source / product name,FnB inventory identities in group,Proposed canonical inventoryItemId,Canonical product name,Canonical selection reason,Superseded identities,May source-row presence,June source-row presence,Physical locations represented,Physical location names,Count lines to repoint,External-mapping coverage,Material pack/UOM compatibility,Expected valuation delta
9253864,famiglia pasqua bianco r j 6b 750ml,2,7bc76ecc-6a49-473b-b859-dbc10399e486,FAMIGLIA PASQUA BIANCO R&J 6B 750ML,decided on downstream references (11 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9256193,disaronno amaretto,3,0c4d08b3-f3cd-47d8-9e1f-af206e703f01,Disaronno - Amaretto,decided on downstream references (15 vs 5),2,Yes,Yes,3,bay window bar | liquor cage | mens locker room,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=6,$0.00
9257985,ernesto catena animal malbec 6b 750ml,4,ace57fd0-36d1-42f6-b254-4a567c2156c9,ERNESTO CATENA ANIMAL MALBEC 6B 750ML,decided on downstream references (16 vs 5),3,Yes,Yes,4,bay window bar | liquor cage | member lounge | wine cellar,1,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9258873,pallini limoncello,4,f52bd302-7fdb-494f-a368-060f47f5452e,Pallini - Limoncello,decided on downstream references (16 vs 4),3,Yes,Yes,4,liquor cage | member lounge | pastry shop | pool cafe,0,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=6,$0.00
9265603,proverb cabernet sauvignon california with stelvin closure,2,3c9ba92e-f72e-4da3-9a65-042973c06e19,PROVERB CABERNET SAUVIGNON CALIFORNIA WITH STELVIN CLOSURE,decided on downstream references (12 vs 4),1,Yes,Yes,2,liquor cage | member lounge,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
930029,absolut,5,e8d00a18-19f2-4139-b773-9b3f0ea50f37,Absolut,decided on downstream references (22 vs 5),4,Yes,Yes,5,bay window bar | grill room | liquor cage | member lounge | mens locker room,1,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=6,$0.00
930569,crown royal peach,3,f0008b11-71f7-4c74-90f3-34f50dde0508,Crown Royal - Peach,decided on downstream references (17 vs 5),2,Yes,Yes,3,bay window bar | liquor cage | mens locker room,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
93165,kahlua,7,3db9f2fe-8e10-4e89-8f3e-1ae2f17b189c,Kahlua,decided on downstream references (30 vs 5),6,Yes,Yes,7,bay window bar | grill room | liquor cage | member lounge | mens locker room | pastry shop | pool cafe,4,1 mapping record(s) across 1 of 7 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=12,$0.00
9360343,dows port tawny 10yr 6b 750ml,2,c3058f93-a09e-45dc-9945-693195a0652a,DOWS PORT TAWNY 10YR 6B 750ML,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | member lounge,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=case; source case qty=1,$0.00
9360344,dows port tawny 20yr 6b 750ml,2,c30afc61-79d0-4146-b8ba-8ef2468a7c37,DOWS PORT TAWNY 20YR 6B 750ML,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | member lounge,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9367376,high noon cktl pineapl can 6 4pk 355ml,9,4a79eda4-7be0-4be2-be2d-4aed7464aae8,HIGH NOON CKTL PINEAPL CAN 6/4PK 355ML *,decided on downstream references (31 vs 4),8,Yes,Yes,9,bay window bar | beer cage | beverage carts | grill room | halfway house | liquor cage | member lounge | mens locker room | pool cafe,0,1 mapping record(s) across 1 of 9 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
941952,frito s,3,3d215b7d-e892-475c-9010-798f52a8c455,Frito`s,decided on downstream references (16 vs 5),2,Yes,Yes,3,beverage carts | dry storeroom | halfway house,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=64,$0.00
9423437,high noon cktl lime can 6 4pk 355ml,9,d695dda7-9834-4ec2-89a4-69db9a7a3c9a,HIGH NOON CKTL LIME CAN 6/4PK 355ML *,decided on downstream references (33 vs 5),8,Yes,Yes,9,bay window bar | beer cage | beverage carts | grill room | halfway house | liquor cage | member lounge | mens locker room | pool cafe,5,1 mapping record(s) across 1 of 9 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
9442138,edamame shelled,3,4d7b80a9-3e79-433e-83dc-1dba8eae4781,Edamame - Shelled,decided on downstream references (16 vs 5),2,Yes,Yes,3,cafe | front reach in freezer | main freezer,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=6,$0.00
945829,barossa vly shiraz e e black,2,532f8378-066c-49c7-8c5f-b9fdab0d2b43,BAROSSA VLY SHIRAZ E&E BLACK,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9503632,beef slider 120 ct,4,d61ff0b3-74b8-4d10-9772-91a22a433522,Beef slider 120 ct,decided on downstream references (20 vs 5),3,Yes,Yes,4,bay window | cafe | main freezer | main kitchen,3,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
950719,basil hayden dark rye,4,afb2cfa5-5e59-49a5-aa61-cbc4084784fc,Basil Hayden - Dark Rye,decided on downstream references (19 vs 5),3,Yes,Yes,4,bay window bar | liquor cage | member lounge | mens locker room,3,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
953275,benvolio prosecco 2267057,3,887fe722-af6d-4d5f-be71-38da6dd9f386,BENVOLIO PROSECCO - 2267057,decided on downstream references (13 vs 4),2,Yes,Yes,3,beverage carts | halfway house | liquor cage,0,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ml; source case qty=24,$0.00
9563404,ice cream drumstck van,2,9a11bb0d-95be-4a1d-bbf7-5adaabd3576d,ICE CREAM DRUMSTCK VAN,decided on downstream references (11 vs 5),1,Yes,Yes,2,cafe | pool cafe,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=24,$0.00
960001,the glenlivet glenlivet malt 18yr,4,c4502fca-4cd2-4b39-9411-75cf0c98ac19,The Glenlivet - Glenlivet Malt 18yr,decided on downstream references (16 vs 4),3,Yes,Yes,4,bay window bar | member lounge | mens locker room | wine cellar,0,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9616247,l martini cab sauv napa sel 6b 750ml,2,3b5a6197-ecda-412e-bf01-697958f8e708,L MARTINI CAB SAUV NAPA SEL 6B 750ML,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9621079,beringer cab sauv priv rsv 17 6b 750ml,2,ad954e41-294f-42ef-b484-0531ace8704e,BERINGER CAB SAUV PRIV RSV 17 6B 750ML,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9622719,waterbrook clean chard 750ml,4,8ae30882-1c49-4c47-8c92-34e3b817b902,WATERBROOK CLEAN CHARD 750ML,decided on downstream references (19 vs 5),3,Yes,Yes,4,bay window bar | grill room | liquor cage | pool cafe,2,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9622746,waterbrook clean cab sauv 750ml,3,29406910-6c1a-4e2c-93bc-867df6a983ec,WATERBROOK CLEAN CAB SAUV 750ML,decided on downstream references (16 vs 5),2,Yes,Yes,3,bay window bar | liquor cage | pool cafe,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9634862,matthew fritz cab sauv n cst 750ml,3,5c10c2f0-05db-458e-b5b0-9b9d4dbfa312,MATTHEW FRITZ CAB SAUV N CST 750ML,decided on downstream references (13 vs 4),2,Yes,Yes,3,grill room | liquor cage | member lounge,0,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9634918,matthew fritz p noir 750ml,6,3b66339f-4403-4b07-8b0f-2b2534cefcbf,MATTHEW FRITZ P NOIR 750ML,decided on downstream references (22 vs 4),5,Yes,Yes,6,bay window bar | grill room | liquor cage | member lounge | mens locker room | pool cafe,0,1 mapping record(s) across 1 of 6 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9635344,matthew fritz chard 750ml,6,15594e95-043d-4fe8-b3c8-8c7ad9c2d3f3,MATTHEW FRITZ CHARD 750ML,decided on downstream references (22 vs 4),5,Yes,Yes,6,bay window bar | grill room | liquor cage | member lounge | mens locker room | pool cafe,0,1 mapping record(s) across 1 of 6 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9636319,ch montelena cab sauv napa 19 750ml,2,09d51bef-c52e-4d41-a80f-57d5d1758e0c,CH MONTELENA CAB SAUV NAPA 19 750ML,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
964027,adobe road redline 18,2,a81f0e53-8354-4507-bf2e-8be054b2da01,ADOBE ROAD REDLINE 18,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
964280,suntory vodka haku vodka,2,66416f3e-419f-4944-aeca-1f1cb1b7e980,Suntory Vodka - Haku Vodka,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | mens locker room,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=1,$0.00
9644124,eisele altagracia 19 6b 750ml,2,f7bde279-e963-4e7a-9ed5-fa0088a5f579,EISELE ALTAGRACIA 19 6B 750ML,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9665629,knuttel petite sirah rafanelli 17 750ml,2,2223807d-56e1-4645-b86d-d4fa40610bae,KNUTTEL PETITE SIRAH RAFANELLI 17 750ML,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
966901,cincoro reposado,4,712fa570-d14b-45bb-9a65-935c0cf71493,Cincoro - Reposado,decided on downstream references (16 vs 4),3,Yes,Yes,4,bay window bar | liquor cage | member lounge | mens locker room,0,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9684722,chambord,5,591e9649-c92c-4ff1-b243-4d32433784ae,Chambord,decided on downstream references (23 vs 5),4,Yes,Yes,5,bay window bar | liquor cage | member lounge | mens locker room | pool cafe,3,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ml; source case qty=6,$0.00
9687744,jayson cab sauv 6b 750ml,3,f8cb58f0-8711-4c6f-a525-2dc645dedc5e,JAYSON CAB SAUV 6B 750ML,decided on downstream references (16 vs 5),2,Yes,Yes,3,cafe | liquor cage | wine cellar,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9688178,immortal estate cabernet sauvignon slope 2018,2,f99d861a-49e5-4ec4-a76a-cd465db5b358,IMMORTAL ESTATE CABERNET SAUVIGNON SLOPE 2018,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9699246,bodyguard red 21 6b 750ml,2,c3551d53-e77e-47c0-92ad-a0da897c3a99,BODYGUARD RED 21 6B 750ML,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9701930,duckhorn vineyards napa valley cabernet sauvignon 2021,2,a4fe5d41-75fb-4df4-b21b-0c8f65b85a7b,DUCKHORN VINEYARDS NAPA VALLEY CABERNET SAUVIGNON 2021,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9702846,sequentis merlot rsv 21 6b 750ml,2,e9fb710a-126a-494e-bcab-aef5ba346207,SEQUENTIS MERLOT RSV 21 6B 750ML,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
972007,zing zang bloody mary mix,9,2b12d05d-2e7d-4adf-ab57-7e4d3133c2f5,Zing Zang - Bloody Mary Mix,decided on downstream references (10 vs 7),8,Yes,No,9,bay window bar | beer cage | beverage carts | grill room | halfway house | liquor cage | member lounge | mens locker room | pool cafe,1,2 mapping record(s) across 1 of 9 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=12,$0.00
9732082,paraduxx proprietary red 21 750ml,2,fecb2933-122a-4b66-9913-4b3cadac6a80,PARADUXX PROPRIETARY RED 21 750ML,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9738720,bodyguard red 22 6b 750ml,2,0ed14928-02c0-4199-865f-4eb34f91cad2,BODYGUARD RED 22 6B 750ML,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
97438,white wine,4,7bf7c748-a53b-4f1d-afe6-7df4b91131ab,White Wine,decided on downstream references (17 vs 5),3,Yes,Yes,4,cafe | dry storeroom | liquor cage | main kitchen,1,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=6,$0.00
9744521,duckhorn merlot napa vly 22 75,2,7e3efd75-7698-4008-a325-6fddc48a8d49,DUCKHORN MERLOT NAPA VLY 22 75,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=case; source case qty=1,$0.00
974536,titos handmade,8,3d40aed2-0643-4076-939c-c887134b81fc,Titos Handmade,decided on downstream references (29 vs 5),7,Yes,Yes,8,bay window bar | beverage carts | grill room | halfway house | liquor cage | member lounge | mens locker room | pool cafe,1,1 mapping record(s) across 1 of 8 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ml; source case qty=60,$0.00
9755505,decoy cab sauv calif 22 750ml,2,ad2bbda0-fc78-49de-80c8-b7aaa9fa517e,DECOY CAB SAUV CALIF 22 750ML,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | mens locker room,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
975690,jim beam,7,9e05382b-4476-4ed0-86d3-fbcf8353f641,Jim Beam,decided on downstream references (30 vs 5),6,Yes,Yes,7,bay window bar | grill room | liquor cage | member lounge | mens locker room | pastry shop | pool cafe,4,1 mapping record(s) across 1 of 7 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=12,$0.00
9757560,lion tamer cab sauv 22 6b 750ml,2,08558c32-757b-403d-bd5f-6a6801d47328,LION TAMER CAB SAUV 22 6B 750ML,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9760085,lion tamer crab sauv wt box op 22 750ml,2,c5b87eaf-c084-4d13-981d-da8308ead9c5,LION TAMER CRAB SAUV WT BOX OP 22 750ML,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
97617,ketel one citroen,6,1db36cd3-dbb1-4007-ab81-53c7c72312af,Ketel One - Citroen,decided on downstream references (27 vs 5),5,Yes,Yes,6,bay window bar | grill room | liquor cage | member lounge | mens locker room | pool cafe,4,1 mapping record(s) across 1 of 6 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=12,$0.00
9765561,seasoning bbq mesqt,4,19d4ac20-839c-4349-a07c-6bafb104248f,SEASONING BBQ MESQT,decided on downstream references (21 vs 5),3,Yes,Yes,4,bay window | cafe | dry storeroom | main kitchen,3,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
980105,ordinaire absinthe,2,6efa9f84-c642-40fb-9629-e3c975638745,Ordinaire - Absinthe,decided on downstream references (11 vs 5),1,Yes,Yes,2,bay window bar | liquor cage,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
9806423,red pepper flakes,6,dda1b214-ec58-45f3-bf7a-15a7b2c257fe,Red Pepper Flakes,decided on downstream references (26 vs 5),5,Yes,Yes,6,bay window | cafe | dry storeroom | grill room | main kitchen | pool cafe,4,1 mapping record(s) across 1 of 6 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
9806498,chili powder,3,2c3e483c-6806-4069-a84c-80d93cf9e427,Chili Powder,decided on downstream references (17 vs 5),2,Yes,Yes,3,bay window | dry storeroom | main kitchen,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
984248,zing zang bloody mary mix,9,2b12d05d-2e7d-4adf-ab57-7e4d3133c2f5,Zing Zang - Bloody Mary Mix,decided on downstream references (10 vs 7),8,No,Yes,9,bay window bar | beer cage | beverage carts | grill room | halfway house | liquor cage | member lounge | mens locker room | pool cafe,1,2 mapping record(s) across 1 of 9 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=6,$0.00
9910057,eggs medium,2,0a4ba575-4294-494d-ac7e-3bc2ad723437,Eggs - Medium,decided on downstream references (10 vs 5),1,Yes,Yes,2,main kitchen | main walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=dz; source case qty=1,$0.00
9911132,pork ham,2,0e7ff690-add1-422c-be79-b6646b69a202,Pork - Ham,decided on downstream references (13 vs 5),1,Yes,Yes,2,cafe | main walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
991348,grand marnier,7,8c95072f-e082-44bd-a1c4-7fdcab87d52b,Grand Marnier,decided on downstream references (30 vs 5),6,Yes,Yes,7,bay window bar | grill room | liquor cage | member lounge | mens locker room | pastry shop | pool cafe,4,1 mapping record(s) across 1 of 7 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=6,$0.00
993101,zing zang sweet sour,2,bbb9ac91-bfcc-4b12-862c-ad5f6b4f1bf1,Zing Zang - Sweet & Sour,decided on downstream references (10 vs 4),1,Yes,Yes,2,halfway house | liquor cage,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=6,$0.00
994140,chandon brut sc,4,9ee805d9-b66c-4497-9f0e-3d40667bae51,CHANDON BRUT(SC),decided on downstream references (17 vs 5),3,Yes,Yes,4,bay window bar | beverage carts | halfway house | liquor cage,1,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ml; source case qty=24,$0.00
994141,chandon brut 2043076,2,2b3c5a89-bb38-40f0-9bd7-65151d3feecf,CHANDON BRUT - 2043076,decided on downstream references (12 vs 4),1,Yes,Yes,2,liquor cage | pool cafe,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
99682,stella artois bottled,9,c8041a7d-7264-42b2-a4e8-4ddf13a27f8e,Stella Artois - Bottled,decided on downstream references (10 vs 8),8,Yes,No,9,bay window bar | beer cage | beverage carts | grill room | halfway house | liquor cage | member lounge | mens locker room | pool cafe,13,2 mapping record(s) across 1 of 9 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
99753,stella artois bottled,9,c8041a7d-7264-42b2-a4e8-4ddf13a27f8e,Stella Artois - Bottled,decided on downstream references (10 vs 8),8,No,Yes,9,bay window bar | beer cage | beverage carts | grill room | halfway house | liquor cage | member lounge | mens locker room | pool cafe,13,2 mapping record(s) across 1 of 9 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=2,$0.00
9998,makers mark,8,e78cbf62-f5c0-4019-99c0-64bdff27b580,Makers Mark,decided on downstream references (31 vs 5),7,Yes,Yes,8,bay window bar | beverage carts | grill room | halfway house | liquor cage | member lounge | mens locker room | pool cafe,4,1 mapping record(s) across 1 of 8 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=1,$0.00
APPGS88HF,apples granny smith,2,2e3d2998-1f0e-492a-8852-4e2751a2e207,Apples - Granny Smith,decided on downstream references (13 vs 5),1,Yes,Yes,2,cafe | produce walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
APPRD88HF,apples red delicious,3,20d9d5ff-55bb-4250-b60b-9d41162e514c,Apples - Red Delicious,decided on downstream references (10 vs 8),2,Yes,No,3,cafe | halfway house | produce walk in,4,2 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
ASP11LG,asparagus,2,dbd6974a-1ac2-4dc9-b635-23c4a1bb1629,Asparagus,decided on downstream references (10 vs 8),1,No,Yes,2,bay window | produce walk in,2,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
B000GG5IXM,bigelow tea earl grey black tea caffeinated tea 20 count box pack of 6 120 total tea bags,2,815c8803-2fce-47a2-8c30-b4a2daaef165,"BIGELOW TEA EARL GREY BLACK TEA, CAFFEINATED TEA, 20 COUNT BOX (PACK OF 6), 120 TOTAL TEA BAGS",decided on downstream references (11 vs 5),1,Yes,Yes,2,dry storeroom | mens locker room,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
BA-250,apple balsamic vinegar 250ml 8 8 oz,2,923f8ac4-b281-47cc-a169-e0d2323a6c3c,APPLE BALSAMIC VINEGAR 250ML (8.8 OZ),decided on downstream references (12 vs 4),1,Yes,Yes,2,dry storeroom | main kitchen,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ml; source case qty=1,$0.00
BAN1,banana,4,e350f08d-b6b5-48df-a96b-4b09d4184e82,Banana,decided on downstream references (10 vs 8),3,No,Yes,4,bay window | halfway house | main kitchen | produce walk in,5,2 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
BB-250,white balsamic vinegar 250 ml 8 5 oz,2,387cd66e-d51e-40f2-a1c1-a7f224dffe0e,WHITE BALSAMIC VINEGAR - 250 ML (8.5 OZ),decided on downstream references (12 vs 4),1,Yes,Yes,2,dry storeroom | main kitchen,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=12,$0.00
BB-5L,white balsamic vinegar 5l 1 32 gal,2,e191df92-d668-49f5-b4f5-c22046db3f01,WHITE BALSAMIC VINEGAR - 5L (1.32 GAL),decided on downstream references (10 vs 4),1,Yes,Yes,2,main kitchen | main walk in,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=1,$0.00
BEANGRSN,beans green,2,60d5913f-e9a8-4db1-98d6-99748dc72a03,Beans - Green,decided on downstream references (13 vs 5),1,Yes,Yes,2,bay window | produce walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=2,$0.00
